date,areaType,areaCode,areaName,newCasesByPublishDate,newDeathsByDeathDate
"2020-12-28",utla,E09000008,Croydon,530,
"2020-12-27",utla,E09000008,Croydon,473,0
"2020-12-26",utla,E09000008,Croydon,521,1
"2020-12-25",utla,E09000008,Croydon,489,8
"2020-12-24",utla,E09000008,Croydon,362,3
"2020-12-23",utla,E09000008,Croydon,371,4
"2020-12-22",utla,E09000008,Croydon,376,2
"2020-12-21",utla,E09000008,Croydon,335,6
"2020-12-20",utla,E09000008,Croydon,438,1
"2020-12-19",utla,E09000008,Croydon,338,3
"2020-12-18",utla,E09000008,Croydon,281,1
"2020-12-17",utla,E09000008,Croydon,295,2
"2020-12-16",utla,E09000008,Croydon,286,2
"2020-12-15",utla,E09000008,Croydon,180,3
"2020-12-14",utla,E09000008,Croydon,214,0
"2020-12-13",utla,E09000008,Croydon,170,0
"2020-12-12",utla,E09000008,Croydon,158,1
"2020-12-11",utla,E09000008,Croydon,188,0
"2020-12-10",utla,E09000008,Croydon,173,0
"2020-12-09",utla,E09000008,Croydon,122,3
"2020-12-08",utla,E09000008,Croydon,62,1
"2020-12-07",utla,E09000008,Croydon,94,1
"2020-12-06",utla,E09000008,Croydon,114,1
"2020-12-05",utla,E09000008,Croydon,97,3
"2020-12-04",utla,E09000008,Croydon,108,6
"2020-12-03",utla,E09000008,Croydon,71,3
"2020-12-02",utla,E09000008,Croydon,118,1
"2020-12-01",utla,E09000008,Croydon,79,2
"2020-11-30",utla,E09000008,Croydon,43,3
"2020-11-29",utla,E09000008,Croydon,69,2
"2020-11-28",utla,E09000008,Croydon,68,1
"2020-11-27",utla,E09000008,Croydon,74,1
"2020-11-26",utla,E09000008,Croydon,64,2
"2020-11-25",utla,E09000008,Croydon,101,0
"2020-11-24",utla,E09000008,Croydon,41,2
"2020-11-23",utla,E09000008,Croydon,82,1
"2020-11-22",utla,E09000008,Croydon,119,4
"2020-11-21",utla,E09000008,Croydon,120,1
"2020-11-20",utla,E09000008,Croydon,70,2
"2020-11-19",utla,E09000008,Croydon,76,3
"2020-11-18",utla,E09000008,Croydon,65,3
"2020-11-17",utla,E09000008,Croydon,109,0
"2020-11-16",utla,E09000008,Croydon,0,2
"2020-11-15",utla,E09000008,Croydon,89,2
"2020-11-14",utla,E09000008,Croydon,68,2
"2020-11-13",utla,E09000008,Croydon,150,0
"2020-11-12",utla,E09000008,Croydon,133,1
"2020-11-11",utla,E09000008,Croydon,50,1
"2020-11-10",utla,E09000008,Croydon,50,2
"2020-11-09",utla,E09000008,Croydon,70,1
"2020-11-08",utla,E09000008,Croydon,55,0
"2020-11-07",utla,E09000008,Croydon,72,0
"2020-11-06",utla,E09000008,Croydon,57,0
"2020-11-05",utla,E09000008,Croydon,100,1
"2020-11-04",utla,E09000008,Croydon,60,2
"2020-11-03",utla,E09000008,Croydon,56,0
"2020-11-02",utla,E09000008,Croydon,65,0
"2020-11-01",utla,E09000008,Croydon,66,0
"2020-10-31",utla,E09000008,Croydon,62,0
"2020-10-30",utla,E09000008,Croydon,99,0
"2020-10-29",utla,E09000008,Croydon,42,0
"2020-10-28",utla,E09000008,Croydon,86,1
"2020-10-27",utla,E09000008,Croydon,59,0
"2020-10-26",utla,E09000008,Croydon,69,1
"2020-10-25",utla,E09000008,Croydon,72,2
"2020-10-24",utla,E09000008,Croydon,61,0
"2020-10-23",utla,E09000008,Croydon,74,0
"2020-10-22",utla,E09000008,Croydon,47,0
"2020-10-21",utla,E09000008,Croydon,87,2
"2020-10-20",utla,E09000008,Croydon,50,2
"2020-10-19",utla,E09000008,Croydon,48,0
"2020-10-18",utla,E09000008,Croydon,41,0
"2020-10-17",utla,E09000008,Croydon,39,0
"2020-10-16",utla,E09000008,Croydon,29,0
"2020-10-15",utla,E09000008,Croydon,61,3
"2020-10-14",utla,E09000008,Croydon,63,0
"2020-10-13",utla,E09000008,Croydon,48,0
"2020-10-12",utla,E09000008,Croydon,21,0
"2020-10-11",utla,E09000008,Croydon,30,1
"2020-10-10",utla,E09000008,Croydon,25,0
"2020-10-09",utla,E09000008,Croydon,35,0
"2020-10-08",utla,E09000008,Croydon,60,0
"2020-10-07",utla,E09000008,Croydon,34,0
"2020-10-06",utla,E09000008,Croydon,33,0
"2020-10-05",utla,E09000008,Croydon,54,2
"2020-10-04",utla,E09000008,Croydon,80,0
"2020-10-03",utla,E09000008,Croydon,28,0
"2020-10-02",utla,E09000008,Croydon,32,1
"2020-10-01",utla,E09000008,Croydon,17,0
"2020-09-30",utla,E09000008,Croydon,16,1
"2020-09-29",utla,E09000008,Croydon,25,1
"2020-09-28",utla,E09000008,Croydon,10,0
"2020-09-27",utla,E09000008,Croydon,15,0
"2020-09-26",utla,E09000008,Croydon,3,0
"2020-09-25",utla,E09000008,Croydon,15,0
"2020-09-24",utla,E09000008,Croydon,24,0
"2020-09-23",utla,E09000008,Croydon,7,0
"2020-09-22",utla,E09000008,Croydon,4,0
"2020-09-21",utla,E09000008,Croydon,11,0
"2020-09-20",utla,E09000008,Croydon,9,0
"2020-09-19",utla,E09000008,Croydon,7,1
"2020-09-18",utla,E09000008,Croydon,9,1
"2020-09-17",utla,E09000008,Croydon,5,1
"2020-09-16",utla,E09000008,Croydon,4,0
"2020-09-15",utla,E09000008,Croydon,9,0
"2020-09-14",utla,E09000008,Croydon,8,0
"2020-09-13",utla,E09000008,Croydon,7,0
"2020-09-12",utla,E09000008,Croydon,14,1
"2020-09-11",utla,E09000008,Croydon,17,0
"2020-09-10",utla,E09000008,Croydon,5,0
"2020-09-09",utla,E09000008,Croydon,8,0
"2020-09-08",utla,E09000008,Croydon,12,0
"2020-09-07",utla,E09000008,Croydon,9,1
"2020-09-06",utla,E09000008,Croydon,11,1
"2020-09-05",utla,E09000008,Croydon,5,0
"2020-09-04",utla,E09000008,Croydon,10,0
"2020-09-03",utla,E09000008,Croydon,6,0
"2020-09-02",utla,E09000008,Croydon,17,0
"2020-09-01",utla,E09000008,Croydon,8,0
"2020-08-31",utla,E09000008,Croydon,2,1
"2020-08-30",utla,E09000008,Croydon,4,0
"2020-08-29",utla,E09000008,Croydon,3,0
"2020-08-28",utla,E09000008,Croydon,6,0
"2020-08-27",utla,E09000008,Croydon,7,0
"2020-08-26",utla,E09000008,Croydon,4,0
"2020-08-25",utla,E09000008,Croydon,4,1
"2020-08-24",utla,E09000008,Croydon,1,0
"2020-08-23",utla,E09000008,Croydon,5,0
"2020-08-22",utla,E09000008,Croydon,7,0
"2020-08-21",utla,E09000008,Croydon,2,0
"2020-08-20",utla,E09000008,Croydon,8,0
"2020-08-19",utla,E09000008,Croydon,5,0
"2020-08-18",utla,E09000008,Croydon,4,1
"2020-08-17",utla,E09000008,Croydon,4,1
"2020-08-16",utla,E09000008,Croydon,4,1
"2020-08-15",utla,E09000008,Croydon,0,0
"2020-08-14",utla,E09000008,Croydon,4,0
"2020-08-13",utla,E09000008,Croydon,0,1
"2020-08-12",utla,E09000008,Croydon,2,0
"2020-08-11",utla,E09000008,Croydon,3,0
"2020-08-10",utla,E09000008,Croydon,2,0
"2020-08-09",utla,E09000008,Croydon,3,1
"2020-08-08",utla,E09000008,Croydon,2,0
"2020-08-07",utla,E09000008,Croydon,2,0
"2020-08-06",utla,E09000008,Croydon,3,0
"2020-08-05",utla,E09000008,Croydon,2,0
"2020-08-04",utla,E09000008,Croydon,1,0
"2020-08-03",utla,E09000008,Croydon,2,0
"2020-08-02",utla,E09000008,Croydon,1,0
"2020-08-01",utla,E09000008,Croydon,1,1
"2020-07-31",utla,E09000008,Croydon,1,1
"2020-07-30",utla,E09000008,Croydon,4,0
"2020-07-29",utla,E09000008,Croydon,4,0
"2020-07-28",utla,E09000008,Croydon,1,0
"2020-07-27",utla,E09000008,Croydon,4,0
"2020-07-26",utla,E09000008,Croydon,1,0
"2020-07-25",utla,E09000008,Croydon,0,0
"2020-07-24",utla,E09000008,Croydon,3,0
"2020-07-23",utla,E09000008,Croydon,2,0
"2020-07-22",utla,E09000008,Croydon,0,0
"2020-07-21",utla,E09000008,Croydon,0,1
"2020-07-20",utla,E09000008,Croydon,0,1
"2020-07-19",utla,E09000008,Croydon,2,0
"2020-07-18",utla,E09000008,Croydon,3,0
"2020-07-17",utla,E09000008,Croydon,1,0
"2020-07-16",utla,E09000008,Croydon,0,1
"2020-07-15",utla,E09000008,Croydon,0,0
"2020-07-14",utla,E09000008,Croydon,1,0
"2020-07-13",utla,E09000008,Croydon,2,2
"2020-07-12",utla,E09000008,Croydon,2,0
"2020-07-11",utla,E09000008,Croydon,3,1
"2020-07-10",utla,E09000008,Croydon,0,0
"2020-07-09",utla,E09000008,Croydon,4,0
"2020-07-08",utla,E09000008,Croydon,0,0
"2020-07-07",utla,E09000008,Croydon,1,0
"2020-07-06",utla,E09000008,Croydon,2,0
"2020-07-05",utla,E09000008,Croydon,0,1
"2020-07-04",utla,E09000008,Croydon,1,1
"2020-07-03",utla,E09000008,Croydon,2,0
"2020-07-02",utla,E09000008,Croydon,0,0
"2020-07-01",utla,E09000008,Croydon,319,0
"2020-06-30",utla,E09000008,Croydon,1,0
"2020-06-29",utla,E09000008,Croydon,2,0
"2020-06-28",utla,E09000008,Croydon,0,1
"2020-06-27",utla,E09000008,Croydon,0,0
"2020-06-26",utla,E09000008,Croydon,0,2
"2020-06-25",utla,E09000008,Croydon,0,2
"2020-06-24",utla,E09000008,Croydon,0,0
"2020-06-23",utla,E09000008,Croydon,0,1
"2020-06-22",utla,E09000008,Croydon,0,0
"2020-06-21",utla,E09000008,Croydon,0,1
"2020-06-20",utla,E09000008,Croydon,0,0
"2020-06-19",utla,E09000008,Croydon,0,0
"2020-06-18",utla,E09000008,Croydon,0,0
"2020-06-17",utla,E09000008,Croydon,0,0
"2020-06-16",utla,E09000008,Croydon,0,0
"2020-06-15",utla,E09000008,Croydon,1,0
"2020-06-14",utla,E09000008,Croydon,2,0
"2020-06-13",utla,E09000008,Croydon,1,0
"2020-06-12",utla,E09000008,Croydon,0,1
"2020-06-11",utla,E09000008,Croydon,1,2
"2020-06-10",utla,E09000008,Croydon,1,0
"2020-06-09",utla,E09000008,Croydon,2,0
"2020-06-08",utla,E09000008,Croydon,1,0
"2020-06-07",utla,E09000008,Croydon,0,0
"2020-06-06",utla,E09000008,Croydon,1,0
"2020-06-05",utla,E09000008,Croydon,1,0
"2020-06-04",utla,E09000008,Croydon,1,2
"2020-06-03",utla,E09000008,Croydon,0,1
"2020-06-02",utla,E09000008,Croydon,0,0
"2020-06-01",utla,E09000008,Croydon,2,0
"2020-05-31",utla,E09000008,Croydon,1,1
"2020-05-30",utla,E09000008,Croydon,6,2
"2020-05-29",utla,E09000008,Croydon,1,0
"2020-05-28",utla,E09000008,Croydon,0,2
"2020-05-27",utla,E09000008,Croydon,3,0
"2020-05-26",utla,E09000008,Croydon,0,2
"2020-05-25",utla,E09000008,Croydon,4,1
"2020-05-24",utla,E09000008,Croydon,0,2
"2020-05-23",utla,E09000008,Croydon,5,1
"2020-05-22",utla,E09000008,Croydon,0,2
"2020-05-21",utla,E09000008,Croydon,0,1
"2020-05-20",utla,E09000008,Croydon,2,2
"2020-05-19",utla,E09000008,Croydon,5,1
"2020-05-18",utla,E09000008,Croydon,7,2
"2020-05-17",utla,E09000008,Croydon,2,1
"2020-05-16",utla,E09000008,Croydon,5,0
"2020-05-15",utla,E09000008,Croydon,1,3
"2020-05-14",utla,E09000008,Croydon,11,3
"2020-05-13",utla,E09000008,Croydon,2,3
"2020-05-12",utla,E09000008,Croydon,2,4
"2020-05-11",utla,E09000008,Croydon,1,1
"2020-05-10",utla,E09000008,Croydon,2,4
"2020-05-09",utla,E09000008,Croydon,6,4
"2020-05-08",utla,E09000008,Croydon,6,1
"2020-05-07",utla,E09000008,Croydon,10,6
"2020-05-06",utla,E09000008,Croydon,10,3
"2020-05-05",utla,E09000008,Croydon,26,2
"2020-05-04",utla,E09000008,Croydon,6,2
"2020-05-03",utla,E09000008,Croydon,4,1
"2020-05-02",utla,E09000008,Croydon,5,2
"2020-05-01",utla,E09000008,Croydon,21,1
"2020-04-30",utla,E09000008,Croydon,22,6
"2020-04-29",utla,E09000008,Croydon,11,6
"2020-04-28",utla,E09000008,Croydon,0,6
"2020-04-27",utla,E09000008,Croydon,15,3
"2020-04-26",utla,E09000008,Croydon,30,4
"2020-04-25",utla,E09000008,Croydon,12,6
"2020-04-24",utla,E09000008,Croydon,15,9
"2020-04-23",utla,E09000008,Croydon,27,1
"2020-04-22",utla,E09000008,Croydon,12,6
"2020-04-21",utla,E09000008,Croydon,27,2
"2020-04-20",utla,E09000008,Croydon,17,7
"2020-04-19",utla,E09000008,Croydon,30,4
"2020-04-18",utla,E09000008,Croydon,58,9
"2020-04-17",utla,E09000008,Croydon,32,7
"2020-04-16",utla,E09000008,Croydon,0,10
"2020-04-15",utla,E09000008,Croydon,0,8
"2020-04-14",utla,E09000008,Croydon,0,6
"2020-04-13",utla,E09000008,Croydon,0,8
"2020-04-12",utla,E09000008,Croydon,0,8
"2020-12-28",utla,E09000033,Westminster,210,
"2020-12-27",utla,E09000033,Westminster,181,0
"2020-12-26",utla,E09000033,Westminster,170,3
"2020-12-25",utla,E09000033,Westminster,173,0
"2020-12-24",utla,E09000033,Westminster,205,1
"2020-12-23",utla,E09000033,Westminster,198,2
"2020-12-22",utla,E09000033,Westminster,197,0
"2020-12-21",utla,E09000033,Westminster,195,0
"2020-12-20",utla,E09000033,Westminster,162,0
"2020-12-19",utla,E09000033,Westminster,114,0
"2020-12-18",utla,E09000033,Westminster,188,0
"2020-04-11",utla,E09000008,Croydon,0,10
"2020-12-17",utla,E09000033,Westminster,69,0
"2020-04-10",utla,E09000008,Croydon,0,15
"2020-12-16",utla,E09000033,Westminster,103,0
"2020-12-15",utla,E09000033,Westminster,77,0
"2020-04-09",utla,E09000008,Croydon,0,8
"2020-04-08",utla,E09000008,Croydon,0,11
"2020-12-14",utla,E09000033,Westminster,58,0
"2020-04-07",utla,E09000008,Croydon,0,15
"2020-12-13",utla,E09000033,Westminster,79,1
"2020-04-06",utla,E09000008,Croydon,0,9
"2020-04-05",utla,E09000008,Croydon,0,13
"2020-12-12",utla,E09000033,Westminster,64,1
"2020-04-04",utla,E09000008,Croydon,0,13
"2020-12-11",utla,E09000033,Westminster,76,1
"2020-04-03",utla,E09000008,Croydon,0,16
"2020-12-10",utla,E09000033,Westminster,61,1
"2020-04-02",utla,E09000008,Croydon,0,7
"2020-12-09",utla,E09000033,Westminster,43,2
"2020-04-01",utla,E09000008,Croydon,0,7
"2020-03-31",utla,E09000008,Croydon,0,2
"2020-03-30",utla,E09000008,Croydon,0,9
"2020-03-29",utla,E09000008,Croydon,0,12
"2020-03-28",utla,E09000008,Croydon,0,6
"2020-03-27",utla,E09000008,Croydon,0,9
"2020-03-26",utla,E09000008,Croydon,0,9
"2020-03-25",utla,E09000008,Croydon,0,4
"2020-03-24",utla,E09000008,Croydon,0,8
"2020-03-23",utla,E09000008,Croydon,0,3
"2020-03-22",utla,E09000008,Croydon,0,3
"2020-03-21",utla,E09000008,Croydon,0,3
"2020-03-20",utla,E09000008,Croydon,0,3
"2020-12-08",utla,E09000033,Westminster,39,2
"2020-03-19",utla,E09000008,Croydon,0,0
"2020-03-18",utla,E09000008,Croydon,0,1
"2020-03-17",utla,E09000008,Croydon,0,5
"2020-03-16",utla,E09000008,Croydon,0,0
"2020-03-15",utla,E09000008,Croydon,0,2
"2020-12-07",utla,E09000033,Westminster,23,0
"2020-12-06",utla,E09000033,Westminster,40,0
"2020-12-05",utla,E09000033,Westminster,31,0
"2020-12-04",utla,E09000033,Westminster,46,0
"2020-12-03",utla,E09000033,Westminster,48,0
"2020-12-02",utla,E09000033,Westminster,21,0
"2020-12-01",utla,E09000033,Westminster,35,1
"2020-03-14",utla,E09000008,Croydon,0,
"2020-03-13",utla,E09000008,Croydon,0,
"2020-03-12",utla,E09000008,Croydon,0,
"2020-03-11",utla,E09000008,Croydon,0,
"2020-03-10",utla,E09000008,Croydon,0,
"2020-03-09",utla,E09000008,Croydon,0,
"2020-03-08",utla,E09000008,Croydon,0,
"2020-03-07",utla,E09000008,Croydon,0,
"2020-03-06",utla,E09000008,Croydon,0,
"2020-03-05",utla,E09000008,Croydon,0,
"2020-03-04",utla,E09000008,Croydon,0,
"2020-03-03",utla,E09000008,Croydon,0,
"2020-03-02",utla,E09000008,Croydon,0,
"2020-03-01",utla,E09000008,Croydon,0,
"2020-02-29",utla,E09000008,Croydon,0,
"2020-02-28",utla,E09000008,Croydon,0,
"2020-02-27",utla,E09000008,Croydon,0,
"2020-02-26",utla,E09000008,Croydon,0,
"2020-02-25",utla,E09000008,Croydon,0,
"2020-11-30",utla,E09000033,Westminster,30,0
"2020-11-29",utla,E09000033,Westminster,30,1
"2020-11-28",utla,E09000033,Westminster,49,0
"2020-11-27",utla,E09000033,Westminster,35,0
"2020-11-26",utla,E09000033,Westminster,26,0
"2020-11-25",utla,E09000033,Westminster,46,0
"2020-11-24",utla,E09000033,Westminster,30,0
"2020-11-23",utla,E09000033,Westminster,32,0
"2020-11-22",utla,E09000033,Westminster,68,0
"2020-11-21",utla,E09000033,Westminster,41,0
"2020-02-24",utla,E09000008,Croydon,0,
"2020-02-23",utla,E09000008,Croydon,0,
"2020-02-22",utla,E09000008,Croydon,0,
"2020-02-21",utla,E09000008,Croydon,0,
"2020-11-20",utla,E09000033,Westminster,30,1
"2020-11-19",utla,E09000033,Westminster,53,0
"2020-02-20",utla,E09000008,Croydon,0,
"2020-02-19",utla,E09000008,Croydon,0,
"2020-11-18",utla,E09000033,Westminster,42,0
"2020-02-18",utla,E09000008,Croydon,0,
"2020-11-17",utla,E09000033,Westminster,46,1
"2020-02-17",utla,E09000008,Croydon,0,
"2020-11-16",utla,E09000033,Westminster,106,0
"2020-11-15",utla,E09000033,Westminster,62,0
"2020-11-14",utla,E09000033,Westminster,59,1
"2020-11-13",utla,E09000033,Westminster,54,0
"2020-11-12",utla,E09000033,Westminster,98,0
"2020-11-11",utla,E09000033,Westminster,58,0
"2020-11-10",utla,E09000033,Westminster,30,0
"2020-11-09",utla,E09000033,Westminster,49,1
"2020-02-16",utla,E09000008,Croydon,0,
"2020-02-15",utla,E09000008,Croydon,0,
"2020-02-14",utla,E09000008,Croydon,0,
"2020-02-13",utla,E09000008,Croydon,0,
"2020-02-12",utla,E09000008,Croydon,0,
"2020-02-11",utla,E09000008,Croydon,0,
"2020-11-08",utla,E09000033,Westminster,47,0
"2020-11-07",utla,E09000033,Westminster,42,1
"2020-11-06",utla,E09000033,Westminster,48,2
"2020-11-05",utla,E09000033,Westminster,50,0
"2020-11-04",utla,E09000033,Westminster,71,0
"2020-11-03",utla,E09000033,Westminster,61,1
"2020-11-02",utla,E09000033,Westminster,50,0
"2020-11-01",utla,E09000033,Westminster,85,0
"2020-10-31",utla,E09000033,Westminster,37,0
"2020-10-30",utla,E09000033,Westminster,67,0
"2020-10-29",utla,E09000033,Westminster,65,0
"2020-10-28",utla,E09000033,Westminster,69,1
"2020-10-27",utla,E09000033,Westminster,56,0
"2020-10-26",utla,E09000033,Westminster,52,0
"2020-10-25",utla,E09000033,Westminster,60,0
"2020-10-24",utla,E09000033,Westminster,66,1
"2020-10-23",utla,E09000033,Westminster,52,0
"2020-02-10",utla,E09000008,Croydon,0,
"2020-02-09",utla,E09000008,Croydon,0,
"2020-10-22",utla,E09000033,Westminster,38,1
"2020-02-08",utla,E09000008,Croydon,0,
"2020-10-21",utla,E09000033,Westminster,71,0
"2020-02-07",utla,E09000008,Croydon,0,
"2020-02-06",utla,E09000008,Croydon,0,
"2020-10-20",utla,E09000033,Westminster,43,0
"2020-02-05",utla,E09000008,Croydon,0,
"2020-02-04",utla,E09000008,Croydon,0,
"2020-02-03",utla,E09000008,Croydon,0,
"2020-02-02",utla,E09000008,Croydon,0,
"2020-02-01",utla,E09000008,Croydon,0,
"2020-01-31",utla,E09000008,Croydon,0,
"2020-01-30",utla,E09000008,Croydon,0,
"2020-01-29",utla,E09000008,Croydon,0,
"2020-01-28",utla,E09000008,Croydon,0,
"2020-01-27",utla,E09000008,Croydon,0,
"2020-10-19",utla,E09000033,Westminster,46,0
"2020-10-18",utla,E09000033,Westminster,57,0
"2020-10-17",utla,E09000033,Westminster,32,0
"2020-10-16",utla,E09000033,Westminster,43,1
"2020-10-15",utla,E09000033,Westminster,36,0
"2020-10-14",utla,E09000033,Westminster,44,2
"2020-10-13",utla,E09000033,Westminster,33,0
"2020-10-12",utla,E09000033,Westminster,17,0
"2020-10-11",utla,E09000033,Westminster,22,0
"2020-10-10",utla,E09000033,Westminster,37,0
"2020-10-09",utla,E09000033,Westminster,30,1
"2020-10-08",utla,E09000033,Westminster,37,0
"2020-10-07",utla,E09000033,Westminster,44,0
"2020-10-06",utla,E09000033,Westminster,22,0
"2020-10-05",utla,E09000033,Westminster,21,0
"2020-10-04",utla,E09000033,Westminster,39,1
"2020-10-03",utla,E09000033,Westminster,30,0
"2020-10-02",utla,E09000033,Westminster,15,0
"2020-10-01",utla,E09000033,Westminster,13,1
"2020-09-30",utla,E09000033,Westminster,10,0
"2020-09-29",utla,E09000033,Westminster,12,0
"2020-09-28",utla,E09000033,Westminster,8,0
"2020-09-27",utla,E09000033,Westminster,10,0
"2020-09-26",utla,E09000033,Westminster,8,0
"2020-09-25",utla,E09000033,Westminster,15,0
"2020-09-24",utla,E09000033,Westminster,13,0
"2020-01-26",utla,E09000008,Croydon,0,
"2020-01-25",utla,E09000008,Croydon,0,
"2020-09-23",utla,E09000033,Westminster,10,0
"2020-01-24",utla,E09000008,Croydon,0,
"2020-09-22",utla,E09000033,Westminster,10,0
"2020-01-23",utla,E09000008,Croydon,0,
"2020-09-21",utla,E09000033,Westminster,6,0
"2020-01-22",utla,E09000008,Croydon,0,
"2020-01-21",utla,E09000008,Croydon,0,
"2020-09-20",utla,E09000033,Westminster,6,0
"2020-01-20",utla,E09000008,Croydon,0,
"2020-09-19",utla,E09000033,Westminster,11,0
"2020-01-19",utla,E09000008,Croydon,0,
"2020-01-18",utla,E09000008,Croydon,0,
"2020-09-18",utla,E09000033,Westminster,6,0
"2020-01-17",utla,E09000008,Croydon,0,
"2020-09-17",utla,E09000033,Westminster,7,1
"2020-01-16",utla,E09000008,Croydon,0,
"2020-09-16",utla,E09000033,Westminster,5,0
"2020-01-15",utla,E09000008,Croydon,0,
"2020-09-15",utla,E09000033,Westminster,2,2
"2020-01-14",utla,E09000008,Croydon,0,
"2020-09-14",utla,E09000033,Westminster,8,1
"2020-09-13",utla,E09000033,Westminster,5,1
"2020-09-12",utla,E09000033,Westminster,9,0
"2020-09-11",utla,E09000033,Westminster,11,0
"2020-09-10",utla,E09000033,Westminster,8,0
"2020-09-09",utla,E09000033,Westminster,11,0
"2020-09-08",utla,E09000033,Westminster,6,0
"2020-09-07",utla,E09000033,Westminster,6,0
"2020-09-06",utla,E09000033,Westminster,13,0
"2020-09-05",utla,E09000033,Westminster,4,1
"2020-09-04",utla,E09000033,Westminster,8,0
"2020-09-03",utla,E09000033,Westminster,7,0
"2020-09-02",utla,E09000033,Westminster,7,0
"2020-09-01",utla,E09000033,Westminster,3,0
"2020-08-31",utla,E09000033,Westminster,3,0
"2020-08-30",utla,E09000033,Westminster,9,0
"2020-08-29",utla,E09000033,Westminster,3,1
"2020-08-28",utla,E09000033,Westminster,4,0
"2020-08-27",utla,E09000033,Westminster,10,0
"2020-08-26",utla,E09000033,Westminster,4,0
"2020-08-25",utla,E09000033,Westminster,5,0
"2020-08-24",utla,E09000033,Westminster,1,0
"2020-08-23",utla,E09000033,Westminster,7,0
"2020-08-22",utla,E09000033,Westminster,7,0
"2020-08-21",utla,E09000033,Westminster,2,1
"2020-01-13",utla,E09000008,Croydon,0,
"2020-01-12",utla,E09000008,Croydon,0,
"2020-08-20",utla,E09000033,Westminster,8,1
"2020-08-19",utla,E09000033,Westminster,2,0
"2020-08-18",utla,E09000033,Westminster,7,0
"2020-01-11",utla,E09000008,Croydon,0,
"2020-01-10",utla,E09000008,Croydon,0,
"2020-01-09",utla,E09000008,Croydon,0,
"2020-08-17",utla,E09000033,Westminster,0,0
"2020-01-08",utla,E09000008,Croydon,0,
"2020-08-16",utla,E09000033,Westminster,0,0
"2020-08-15",utla,E09000033,Westminster,5,1
"2020-08-14",utla,E09000033,Westminster,6,0
"2020-08-13",utla,E09000033,Westminster,0,0
"2020-08-12",utla,E09000033,Westminster,7,0
"2020-08-11",utla,E09000033,Westminster,5,0
"2020-08-10",utla,E09000033,Westminster,1,0
"2020-08-09",utla,E09000033,Westminster,6,0
"2020-08-08",utla,E09000033,Westminster,10,0
"2020-08-07",utla,E09000033,Westminster,5,0
"2020-08-06",utla,E09000033,Westminster,6,0
"2020-08-05",utla,E09000033,Westminster,1,1
"2020-08-04",utla,E09000033,Westminster,2,0
"2020-08-03",utla,E09000033,Westminster,4,0
"2020-08-02",utla,E09000033,Westminster,1,1
"2020-08-01",utla,E09000033,Westminster,1,0
"2020-01-07",utla,E09000008,Croydon,0,
"2020-07-31",utla,E09000033,Westminster,3,0
"2020-01-06",utla,E09000008,Croydon,0,
"2020-01-05",utla,E09000008,Croydon,0,
"2020-01-04",utla,E09000008,Croydon,0,
"2020-01-03",utla,E09000008,Croydon,0,
"2020-07-30",utla,E09000033,Westminster,3,0
"2020-07-29",utla,E09000033,Westminster,3,0
"2020-07-28",utla,E09000033,Westminster,3,0
"2020-07-27",utla,E09000033,Westminster,4,1
"2020-07-26",utla,E09000033,Westminster,1,0
"2020-07-25",utla,E09000033,Westminster,0,1
"2020-07-24",utla,E09000033,Westminster,0,0
"2020-07-23",utla,E09000033,Westminster,3,0
"2020-07-22",utla,E09000033,Westminster,0,0
"2020-07-21",utla,E09000033,Westminster,4,0
"2020-07-20",utla,E09000033,Westminster,0,0
"2020-07-19",utla,E09000033,Westminster,4,0
"2020-07-18",utla,E09000033,Westminster,8,0
"2020-07-17",utla,E09000033,Westminster,0,0
"2020-07-16",utla,E09000033,Westminster,5,0
"2020-07-15",utla,E09000033,Westminster,0,0
"2020-07-14",utla,E09000033,Westminster,0,0
"2020-07-13",utla,E09000033,Westminster,2,0
"2020-07-12",utla,E09000033,Westminster,1,0
"2020-07-11",utla,E09000033,Westminster,3,0
"2020-07-10",utla,E09000033,Westminster,1,0
"2020-07-09",utla,E09000033,Westminster,0,0
"2020-07-08",utla,E09000033,Westminster,3,0
"2020-07-07",utla,E09000033,Westminster,0,1
"2020-07-06",utla,E09000033,Westminster,0,0
"2020-07-05",utla,E09000033,Westminster,2,0
"2020-07-04",utla,E09000033,Westminster,0,2
"2020-07-03",utla,E09000033,Westminster,0,0
"2020-07-02",utla,E09000033,Westminster,1,0
"2020-07-01",utla,E09000033,Westminster,74,1
"2020-06-30",utla,E09000033,Westminster,0,0
"2020-06-29",utla,E09000033,Westminster,0,0
"2020-06-28",utla,E09000033,Westminster,0,0
"2020-06-27",utla,E09000033,Westminster,5,0
"2020-06-26",utla,E09000033,Westminster,8,0
"2020-06-25",utla,E09000033,Westminster,3,0
"2020-06-24",utla,E09000033,Westminster,4,1
"2020-06-23",utla,E09000033,Westminster,1,0
"2020-06-22",utla,E09000033,Westminster,2,0
"2020-06-21",utla,E09000033,Westminster,0,0
"2020-06-20",utla,E09000033,Westminster,1,0
"2020-06-19",utla,E09000033,Westminster,3,0
"2020-06-18",utla,E09000033,Westminster,1,1
"2020-06-17",utla,E09000033,Westminster,0,0
"2020-06-16",utla,E09000033,Westminster,0,0
"2020-06-15",utla,E09000033,Westminster,3,0
"2020-06-14",utla,E09000033,Westminster,0,0
"2020-06-13",utla,E09000033,Westminster,2,0
"2020-06-12",utla,E09000033,Westminster,2,0
