date,areaType,areaCode,areaName,newCasesByPublishDate,newDeathsByDeathDate
"2020-01-18",utla,E08000002,Bury,0,
"2020-10-11",utla,E09000019,Islington,19,0
"2020-10-10",utla,E09000019,Islington,21,0
"2020-06-29",utla,S12000006,Dumfries and Galloway,0,
"2020-01-17",utla,E08000002,Bury,0,
"2020-06-28",utla,S12000006,Dumfries and Galloway,0,
"2020-05-24",utla,E10000013,Gloucestershire,3,1
"2020-05-23",utla,E10000013,Gloucestershire,2,4
"2020-01-16",utla,E08000002,Bury,0,
"2020-06-27",utla,S12000006,Dumfries and Galloway,0,
"2020-05-22",utla,E10000013,Gloucestershire,4,1
"2020-01-15",utla,E08000002,Bury,0,
"2020-10-21",utla,E08000022,North Tyneside,141,0
"2020-10-20",utla,E08000022,North Tyneside,62,1
"2020-10-19",utla,E08000022,North Tyneside,37,0
"2020-06-26",utla,S12000006,Dumfries and Galloway,0,
"2020-06-25",utla,S12000006,Dumfries and Galloway,0,
"2020-06-24",utla,S12000006,Dumfries and Galloway,0,
"2020-04-29",utla,E10000019,Lincolnshire,0,6
"2020-06-23",utla,S12000006,Dumfries and Galloway,0,
"2020-10-18",utla,E08000022,North Tyneside,21,0
"2020-12-28",utla,E06000021,"Stoke-on-Trent",103,
"2020-04-28",utla,E10000019,Lincolnshire,23,5
"2020-10-17",utla,E08000022,North Tyneside,65,0
"2020-12-27",utla,E06000021,"Stoke-on-Trent",77,0
"2020-06-22",utla,S12000006,Dumfries and Galloway,0,
"2020-10-16",utla,E08000022,North Tyneside,57,1
"2020-12-26",utla,E06000021,"Stoke-on-Trent",22,4
"2020-10-15",utla,E08000022,North Tyneside,75,1
"2020-12-25",utla,E06000021,"Stoke-on-Trent",117,4
"2020-04-27",utla,E10000019,Lincolnshire,22,5
"2020-01-20",utla,E08000008,Tameside,0,
"2020-10-14",utla,E08000022,North Tyneside,73,1
"2020-10-13",utla,E08000022,North Tyneside,57,2
"2020-04-26",utla,E10000019,Lincolnshire,11,7
"2020-12-24",utla,E06000021,"Stoke-on-Trent",116,4
"2020-06-21",utla,S12000006,Dumfries and Galloway,0,
"2020-04-25",utla,E10000019,Lincolnshire,23,3
"2020-10-12",utla,E08000022,North Tyneside,58,1
"2020-06-20",utla,S12000006,Dumfries and Galloway,0,
"2020-04-24",utla,E10000019,Lincolnshire,13,4
"2020-10-09",utla,E09000019,Islington,41,0
"2020-10-08",utla,E09000019,Islington,22,0
"2020-10-07",utla,E09000019,Islington,32,0
"2020-08-25",utla,E10000028,Staffordshire,11,5
"2020-04-12",utla,S12000033,Aberdeen City,0,
"2020-08-24",utla,E10000028,Staffordshire,10,2
"2020-01-17",utla,E09000011,Greenwich,0,
"2020-01-16",utla,E09000011,Greenwich,0,
"2020-10-06",utla,E09000019,Islington,28,0
"2020-10-11",utla,E08000022,North Tyneside,76,2
"2020-12-23",utla,E06000021,"Stoke-on-Trent",132,2
"2020-12-22",utla,E06000021,"Stoke-on-Trent",121,8
"2020-07-14",utla,S12000018,Inverclyde,0,
"2020-12-21",utla,E06000021,"Stoke-on-Trent",108,6
"2020-03-08",utla,E09000022,Lambeth,0,
"2020-12-20",utla,E06000021,"Stoke-on-Trent",121,5
"2020-04-23",utla,E10000019,Lincolnshire,43,6
"2020-04-22",utla,E10000019,Lincolnshire,76,3
"2020-05-21",utla,E10000013,Gloucestershire,0,0
"2020-03-07",utla,E09000022,Lambeth,0,
"2020-01-14",utla,E08000002,Bury,0,
"2020-03-06",utla,E09000022,Lambeth,0,
"2020-01-13",utla,E08000002,Bury,0,
"2020-03-05",utla,E09000022,Lambeth,0,
"2020-01-12",utla,E08000002,Bury,0,
"2020-01-11",utla,E08000002,Bury,0,
"2020-03-04",utla,E09000022,Lambeth,0,
"2020-05-20",utla,E10000013,Gloucestershire,1,2
"2020-05-19",utla,E10000013,Gloucestershire,7,5
"2020-01-15",utla,E09000011,Greenwich,0,
"2020-05-18",utla,E10000013,Gloucestershire,1,7
"2020-01-14",utla,E09000011,Greenwich,0,
"2020-01-19",utla,E08000008,Tameside,0,
"2020-01-18",utla,E08000008,Tameside,0,
"2020-01-17",utla,E08000008,Tameside,0,
"2020-04-11",utla,S12000033,Aberdeen City,0,
"2020-01-10",utla,E08000002,Bury,0,
"2020-01-09",utla,E08000002,Bury,0,
"2020-10-10",utla,E08000022,North Tyneside,77,0
"2020-10-09",utla,E08000022,North Tyneside,76,0
"2020-01-16",utla,E08000008,Tameside,0,
"2020-07-13",utla,S12000018,Inverclyde,0,
"2020-07-12",utla,S12000018,Inverclyde,0,
"2020-05-17",utla,E10000013,Gloucestershire,3,3
"2020-05-16",utla,E10000013,Gloucestershire,5,3
"2020-03-03",utla,E09000022,Lambeth,0,
"2020-12-19",utla,E06000021,"Stoke-on-Trent",129,8
"2020-03-02",utla,E09000022,Lambeth,0,
"2020-05-15",utla,E10000013,Gloucestershire,3,1
"2020-05-14",utla,E10000013,Gloucestershire,4,2
"2020-01-08",utla,E08000002,Bury,0,
"2020-07-11",utla,S12000018,Inverclyde,0,
"2020-01-07",utla,E08000002,Bury,0,
"2020-03-01",utla,E09000022,Lambeth,0,
"2020-02-29",utla,E09000022,Lambeth,0,
"2020-07-10",utla,S12000018,Inverclyde,0,
"2020-07-09",utla,S12000018,Inverclyde,0,
"2020-07-08",utla,S12000018,Inverclyde,0,
"2020-01-06",utla,E08000002,Bury,0,
"2020-01-13",utla,E09000011,Greenwich,0,
"2020-01-12",utla,E09000011,Greenwich,0,
"2020-08-18",utla,E06000025,South Gloucestershire,2,0
"2020-01-11",utla,E09000011,Greenwich,0,
"2020-01-10",utla,E09000011,Greenwich,0,
"2020-01-05",utla,E08000002,Bury,0,
"2020-08-17",utla,E06000025,South Gloucestershire,0,0
"2020-01-09",utla,E09000011,Greenwich,0,
"2020-08-16",utla,E06000025,South Gloucestershire,4,0
"2020-01-08",utla,E09000011,Greenwich,0,
"2020-08-15",utla,E06000025,South Gloucestershire,0,0
"2020-08-14",utla,E06000025,South Gloucestershire,1,0
"2020-06-19",utla,S12000006,Dumfries and Galloway,0,
"2020-04-21",utla,E10000019,Lincolnshire,8,6
"2020-06-18",utla,S12000006,Dumfries and Galloway,0,
"2020-01-07",utla,E09000011,Greenwich,0,
"2020-01-06",utla,E09000011,Greenwich,0,
"2020-01-05",utla,E09000011,Greenwich,0,
"2020-10-08",utla,E08000022,North Tyneside,111,1
"2020-10-07",utla,E08000022,North Tyneside,73,1
"2020-01-04",utla,E09000011,Greenwich,0,
"2020-01-03",utla,E09000011,Greenwich,0,
"2020-06-17",utla,S12000006,Dumfries and Galloway,0,
"2020-01-15",utla,E08000008,Tameside,0,
"2020-06-16",utla,S12000006,Dumfries and Galloway,0,
"2020-06-15",utla,S12000006,Dumfries and Galloway,0,
"2020-10-05",utla,E09000019,Islington,18,0
"2020-06-14",utla,S12000006,Dumfries and Galloway,0,
"2020-12-18",utla,E06000021,"Stoke-on-Trent",72,8
"2020-06-13",utla,S12000006,Dumfries and Galloway,0,
"2020-12-17",utla,E06000021,"Stoke-on-Trent",147,6
"2020-05-13",utla,E10000013,Gloucestershire,0,2
"2020-12-16",utla,E06000021,"Stoke-on-Trent",141,4
"2020-10-04",utla,E09000019,Islington,53,0
"2020-12-15",utla,E06000021,"Stoke-on-Trent",100,6
"2020-10-03",utla,E09000019,Islington,38,1
"2020-10-06",utla,E08000022,North Tyneside,99,0
"2020-10-05",utla,E08000022,North Tyneside,90,0
"2020-08-23",utla,E10000028,Staffordshire,6,1
"2020-07-07",utla,S12000018,Inverclyde,0,
"2020-08-22",utla,E10000028,Staffordshire,8,0
"2020-07-06",utla,S12000018,Inverclyde,0,
"2020-12-14",utla,E06000021,"Stoke-on-Trent",78,10
"2020-12-13",utla,E06000021,"Stoke-on-Trent",140,5
"2020-10-04",utla,E08000022,North Tyneside,190,0
"2020-08-21",utla,E10000028,Staffordshire,4,0
"2020-08-20",utla,E10000028,Staffordshire,15,1
"2020-08-19",utla,E10000028,Staffordshire,7,1
"2020-08-18",utla,E10000028,Staffordshire,10,0
"2020-01-04",utla,E08000002,Bury,0,
"2020-08-17",utla,E10000028,Staffordshire,12,2
"2020-01-03",utla,E08000002,Bury,0,
"2020-02-28",utla,E09000022,Lambeth,0,
"2020-08-16",utla,E10000028,Staffordshire,5,1
"2020-02-27",utla,E09000022,Lambeth,0,
"2020-05-12",utla,E10000013,Gloucestershire,2,0
"2020-05-11",utla,E10000013,Gloucestershire,1,4
"2020-05-10",utla,E10000013,Gloucestershire,2,2
"2020-08-13",utla,E06000025,South Gloucestershire,0,0
"2020-05-09",utla,E10000013,Gloucestershire,10,3
"2020-08-12",utla,E06000025,South Gloucestershire,2,0
"2020-08-11",utla,E06000025,South Gloucestershire,1,0
"2020-08-10",utla,E06000025,South Gloucestershire,2,1
"2020-08-09",utla,E06000025,South Gloucestershire,2,0
"2020-08-08",utla,E06000025,South Gloucestershire,0,0
"2020-08-15",utla,E10000028,Staffordshire,7,0
"2020-08-14",utla,E10000028,Staffordshire,11,1
"2020-08-13",utla,E10000028,Staffordshire,0,2
"2020-08-12",utla,E10000028,Staffordshire,4,2
"2020-08-07",utla,E06000025,South Gloucestershire,3,0
"2020-01-14",utla,E08000008,Tameside,0,
"2020-02-26",utla,E09000022,Lambeth,0,
"2020-12-28",utla,E08000036,Wakefield,117,
"2020-08-06",utla,E06000025,South Gloucestershire,4,0
"2020-07-05",utla,S12000018,Inverclyde,0,
"2020-12-27",utla,E08000036,Wakefield,80,0
"2020-12-26",utla,E08000036,Wakefield,80,2
"2020-01-13",utla,E08000008,Tameside,0,
"2020-12-25",utla,E08000036,Wakefield,83,1
"2020-01-12",utla,E08000008,Tameside,0,
"2020-08-05",utla,E06000025,South Gloucestershire,2,0
"2020-08-04",utla,E06000025,South Gloucestershire,0,0
"2020-08-03",utla,E06000025,South Gloucestershire,0,0
"2020-04-20",utla,E10000019,Lincolnshire,1,7
"2020-08-02",utla,E06000025,South Gloucestershire,0,0
"2020-04-19",utla,E10000019,Lincolnshire,5,7
"2020-07-04",utla,S12000018,Inverclyde,0,
"2020-08-01",utla,E06000025,South Gloucestershire,1,0
"2020-04-18",utla,E10000019,Lincolnshire,28,3
"2020-04-17",utla,E10000019,Lincolnshire,20,6
"2020-07-31",utla,E06000025,South Gloucestershire,2,0
"2020-07-03",utla,S12000018,Inverclyde,0,
"2020-04-16",utla,E10000019,Lincolnshire,0,3
"2020-10-03",utla,E08000022,North Tyneside,55,2
"2020-07-30",utla,E06000025,South Gloucestershire,3,0
"2020-12-12",utla,E06000021,"Stoke-on-Trent",129,7
"2020-07-29",utla,E06000025,South Gloucestershire,1,0
"2020-08-11",utla,E10000028,Staffordshire,11,4
"2020-08-10",utla,E10000028,Staffordshire,4,1
"2020-07-28",utla,E06000025,South Gloucestershire,1,0
"2020-07-27",utla,E06000025,South Gloucestershire,0,1
"2020-04-10",utla,S12000033,Aberdeen City,0,
"2020-08-12",utla,E09000011,Greenwich,1,0
"2020-07-02",utla,S12000018,Inverclyde,0,
"2020-12-11",utla,E06000021,"Stoke-on-Trent",141,6
"2020-12-10",utla,E06000021,"Stoke-on-Trent",98,7
"2020-12-09",utla,E06000021,"Stoke-on-Trent",114,3
"2020-10-02",utla,E08000022,North Tyneside,31,0
"2020-12-08",utla,E06000021,"Stoke-on-Trent",92,8
"2020-10-01",utla,E08000022,North Tyneside,11,0
"2020-12-07",utla,E06000021,"Stoke-on-Trent",85,7
"2020-09-30",utla,E08000022,North Tyneside,49,0
"2020-07-01",utla,S12000018,Inverclyde,0,
"2020-10-02",utla,E09000019,Islington,6,0
"2020-10-01",utla,E09000019,Islington,18,0
"2020-08-09",utla,E10000028,Staffordshire,7,1
"2020-01-11",utla,E08000008,Tameside,0,
"2020-12-24",utla,E08000036,Wakefield,112,3
"2020-06-30",utla,S12000018,Inverclyde,0,
"2020-01-10",utla,E08000008,Tameside,0,
"2020-06-29",utla,S12000018,Inverclyde,0,
"2020-09-30",utla,E09000019,Islington,18,0
"2020-12-23",utla,E08000036,Wakefield,105,3
"2020-12-22",utla,E08000036,Wakefield,103,1
"2020-12-21",utla,E08000036,Wakefield,113,1
"2020-04-09",utla,S12000033,Aberdeen City,0,
"2020-02-25",utla,E09000022,Lambeth,0,
"2020-07-26",utla,E06000025,South Gloucestershire,1,0
"2020-04-08",utla,S12000033,Aberdeen City,0,
"2020-12-06",utla,E06000021,"Stoke-on-Trent",125,6
"2020-02-24",utla,E09000022,Lambeth,0,
"2020-04-07",utla,S12000033,Aberdeen City,0,
"2020-04-06",utla,S12000033,Aberdeen City,0,
"2020-04-05",utla,S12000033,Aberdeen City,0,
"2020-09-29",utla,E08000022,North Tyneside,57,0
"2020-07-25",utla,E06000025,South Gloucestershire,1,0
"2020-04-04",utla,S12000033,Aberdeen City,0,
"2020-04-15",utla,E10000019,Lincolnshire,0,7
"2020-04-03",utla,S12000033,Aberdeen City,0,
"2020-04-14",utla,E10000019,Lincolnshire,0,5
"2020-07-24",utla,E06000025,South Gloucestershire,1,0
"2020-07-23",utla,E06000025,South Gloucestershire,0,0
"2020-08-08",utla,E10000028,Staffordshire,6,0
"2020-05-08",utla,E10000013,Gloucestershire,23,2
"2020-07-22",utla,E06000025,South Gloucestershire,1,0
"2020-08-07",utla,E10000028,Staffordshire,5,5
"2020-12-05",utla,E06000021,"Stoke-on-Trent",118,5
"2020-05-07",utla,E10000013,Gloucestershire,24,3
"2020-08-06",utla,E10000028,Staffordshire,6,1
"2020-07-21",utla,E06000025,South Gloucestershire,1,0
"2020-08-05",utla,E10000028,Staffordshire,12,1
"2020-01-09",utla,E08000008,Tameside,0,
"2020-08-04",utla,E10000028,Staffordshire,6,1
"2020-01-08",utla,E08000008,Tameside,0,
"2020-06-28",utla,S12000018,Inverclyde,0,
"2020-06-12",utla,S12000006,Dumfries and Galloway,0,
"2020-06-11",utla,S12000006,Dumfries and Galloway,0,
"2020-09-29",utla,E09000019,Islington,11,0
"2020-09-28",utla,E09000019,Islington,12,0
"2020-09-27",utla,E09000019,Islington,14,0
"2020-09-26",utla,E09000019,Islington,13,0
"2020-12-20",utla,E08000036,Wakefield,67,1
"2020-12-19",utla,E08000036,Wakefield,70,4
"2020-02-23",utla,E09000022,Lambeth,0,
"2020-02-22",utla,E09000022,Lambeth,0,
"2020-07-20",utla,E06000025,South Gloucestershire,1,1
"2020-07-19",utla,E06000025,South Gloucestershire,1,1
"2020-04-13",utla,E10000019,Lincolnshire,0,5
"2020-04-12",utla,E10000019,Lincolnshire,0,5
"2020-09-28",utla,E08000022,North Tyneside,24,1
"2020-04-02",utla,S12000033,Aberdeen City,0,
"2020-06-10",utla,S12000006,Dumfries and Galloway,0,
"2020-06-09",utla,S12000006,Dumfries and Galloway,0,
"2020-09-27",utla,E08000022,North Tyneside,35,0
"2020-09-26",utla,E08000022,North Tyneside,26,0
"2020-09-25",utla,E08000022,North Tyneside,48,0
"2020-06-08",utla,S12000006,Dumfries and Galloway,0,
"2020-09-24",utla,E08000022,North Tyneside,37,0
"2020-06-07",utla,S12000006,Dumfries and Galloway,0,
"2020-01-07",utla,E08000008,Tameside,0,
"2020-01-06",utla,E08000008,Tameside,0,
"2020-08-03",utla,E10000028,Staffordshire,5,0
"2020-08-02",utla,E10000028,Staffordshire,6,0
"2020-05-06",utla,E10000013,Gloucestershire,1,5
"2020-01-05",utla,E08000008,Tameside,0,
"2020-08-01",utla,E10000028,Staffordshire,3,0
"2020-07-31",utla,E10000028,Staffordshire,9,1
"2020-06-27",utla,S12000018,Inverclyde,0,
"2020-07-30",utla,E10000028,Staffordshire,13,2
"2020-06-26",utla,S12000018,Inverclyde,0,
"2020-07-29",utla,E10000028,Staffordshire,6,1
"2020-12-18",utla,E08000036,Wakefield,59,5
"2020-12-17",utla,E08000036,Wakefield,50,3
"2020-05-05",utla,E10000013,Gloucestershire,24,9
"2020-02-21",utla,E09000022,Lambeth,0,
"2020-12-16",utla,E08000036,Wakefield,79,3
"2020-02-20",utla,E09000022,Lambeth,0,
"2020-12-15",utla,E08000036,Wakefield,71,8
"2020-02-19",utla,E09000022,Lambeth,0,
"2020-12-14",utla,E08000036,Wakefield,51,7
"2020-09-25",utla,E09000019,Islington,15,0
"2020-12-13",utla,E08000036,Wakefield,70,6
"2020-09-24",utla,E09000019,Islington,18,0
"2020-12-12",utla,E08000036,Wakefield,87,7
"2020-12-11",utla,E08000036,Wakefield,91,6
"2020-04-11",utla,E10000019,Lincolnshire,0,8
"2020-04-10",utla,E10000019,Lincolnshire,0,13
"2020-04-09",utla,E10000019,Lincolnshire,0,9
"2020-09-23",utla,E09000019,Islington,9,1
"2020-09-22",utla,E09000019,Islington,3,0
"2020-06-06",utla,S12000006,Dumfries and Galloway,0,
"2020-09-23",utla,E08000022,North Tyneside,51,1
"2020-06-05",utla,S12000006,Dumfries and Galloway,0,
"2020-06-04",utla,S12000006,Dumfries and Galloway,0,
"2020-06-03",utla,S12000006,Dumfries and Galloway,0,
"2020-12-10",utla,E08000036,Wakefield,81,1
"2020-01-04",utla,E08000008,Tameside,0,
"2020-12-09",utla,E08000036,Wakefield,92,11
"2020-01-03",utla,E08000008,Tameside,0,
"2020-09-22",utla,E08000022,North Tyneside,34,2
"2020-09-21",utla,E08000022,North Tyneside,25,0
"2020-06-25",utla,S12000018,Inverclyde,0,
"2020-09-20",utla,E08000022,North Tyneside,48,0
"2020-12-04",utla,E06000021,"Stoke-on-Trent",130,4
"2020-07-28",utla,E10000028,Staffordshire,3,0
"2020-07-27",utla,E10000028,Staffordshire,11,2
"2020-12-08",utla,E08000036,Wakefield,64,4
"2020-12-07",utla,E08000036,Wakefield,64,8
"2020-12-06",utla,E08000036,Wakefield,94,11
"2020-12-03",utla,E06000021,"Stoke-on-Trent",158,8
"2020-12-05",utla,E08000036,Wakefield,83,2
"2020-12-02",utla,E06000021,"Stoke-on-Trent",132,6
"2020-12-01",utla,E06000021,"Stoke-on-Trent",126,7
"2020-11-30",utla,E06000021,"Stoke-on-Trent",108,8
"2020-11-29",utla,E06000021,"Stoke-on-Trent",122,6
"2020-11-28",utla,E06000021,"Stoke-on-Trent",141,5
"2020-09-21",utla,E09000019,Islington,12,0
"2020-09-20",utla,E09000019,Islington,6,0
"2020-11-27",utla,E06000021,"Stoke-on-Trent",123,6
"2020-06-24",utla,S12000018,Inverclyde,0,
"2020-07-26",utla,E10000028,Staffordshire,8,2
"2020-07-25",utla,E10000028,Staffordshire,9,1
"2020-07-24",utla,E10000028,Staffordshire,3,0
"2020-04-08",utla,E10000019,Lincolnshire,0,9
"2020-06-02",utla,S12000006,Dumfries and Galloway,0,
"2020-06-01",utla,S12000006,Dumfries and Galloway,0,
"2020-06-23",utla,S12000018,Inverclyde,0,
"2020-06-22",utla,S12000018,Inverclyde,0,
"2020-11-26",utla,E06000021,"Stoke-on-Trent",165,6
"2020-12-04",utla,E08000036,Wakefield,95,3
"2020-11-25",utla,E06000021,"Stoke-on-Trent",147,8
"2020-12-03",utla,E08000036,Wakefield,98,3
"2020-11-24",utla,E06000021,"Stoke-on-Trent",104,6
"2020-12-02",utla,E08000036,Wakefield,111,6
"2020-12-01",utla,E08000036,Wakefield,71,3
"2020-04-01",utla,S12000033,Aberdeen City,0,
"2020-04-07",utla,E10000019,Lincolnshire,0,1
"2020-05-04",utla,E10000013,Gloucestershire,12,5
"2020-07-23",utla,E10000028,Staffordshire,5,2
"2020-03-31",utla,S12000033,Aberdeen City,0,
"2020-03-30",utla,S12000033,Aberdeen City,0,
"2020-07-22",utla,E10000028,Staffordshire,0,0
"2020-06-21",utla,S12000018,Inverclyde,0,
"2020-06-20",utla,S12000018,Inverclyde,0,
"2020-05-03",utla,E10000013,Gloucestershire,3,3
"2020-07-21",utla,E10000028,Staffordshire,15,2
"2020-07-20",utla,E10000028,Staffordshire,6,1
"2020-06-19",utla,S12000018,Inverclyde,0,
"2020-02-18",utla,E09000022,Lambeth,0,
"2020-09-19",utla,E08000022,North Tyneside,37,0
"2020-02-17",utla,E09000022,Lambeth,0,
"2020-09-18",utla,E08000022,North Tyneside,21,0
"2020-02-16",utla,E09000022,Lambeth,0,
"2020-02-15",utla,E09000022,Lambeth,0,
"2020-05-31",utla,S12000006,Dumfries and Galloway,0,
"2020-02-14",utla,E09000022,Lambeth,0,
"2020-05-30",utla,S12000006,Dumfries and Galloway,0,
"2020-06-18",utla,S12000018,Inverclyde,0,
"2020-05-29",utla,S12000006,Dumfries and Galloway,0,
"2020-06-17",utla,S12000018,Inverclyde,0,
"2020-05-28",utla,S12000006,Dumfries and Galloway,0,
"2020-05-27",utla,S12000006,Dumfries and Galloway,0,
"2020-06-16",utla,S12000018,Inverclyde,0,
"2020-05-26",utla,S12000006,Dumfries and Galloway,0,
"2020-07-18",utla,E06000025,South Gloucestershire,1,0
"2020-05-25",utla,S12000006,Dumfries and Galloway,0,
"2020-09-19",utla,E09000019,Islington,10,0
"2020-09-18",utla,E09000019,Islington,16,0
"2020-09-17",utla,E09000019,Islington,2,1
"2020-09-16",utla,E09000019,Islington,5,0
"2020-05-02",utla,E10000013,Gloucestershire,14,3
"2020-07-19",utla,E10000028,Staffordshire,4,0
"2020-07-18",utla,E10000028,Staffordshire,12,1
"2020-07-17",utla,E10000028,Staffordshire,4,1
"2020-07-16",utla,E10000028,Staffordshire,7,0
"2020-09-17",utla,E08000022,North Tyneside,19,0
"2020-02-13",utla,E09000022,Lambeth,0,
"2020-06-15",utla,S12000018,Inverclyde,0,
"2020-06-14",utla,S12000018,Inverclyde,0,
"2020-06-13",utla,S12000018,Inverclyde,0,
"2020-05-01",utla,E10000013,Gloucestershire,33,4
"2020-06-12",utla,S12000018,Inverclyde,0,
"2020-04-30",utla,E10000013,Gloucestershire,29,11
"2020-12-28",utla,S12000047,Fife,0,
"2020-06-11",utla,S12000018,Inverclyde,0,
"2020-04-29",utla,E10000013,Gloucestershire,13,7
"2020-12-27",utla,S12000047,Fife,0,
"2020-06-10",utla,S12000018,Inverclyde,0,
"2020-04-28",utla,E10000013,Gloucestershire,27,5
"2020-05-24",utla,S12000006,Dumfries and Galloway,0,
"2020-06-09",utla,S12000018,Inverclyde,0,
"2020-11-30",utla,E08000036,Wakefield,70,3
"2020-04-27",utla,E10000013,Gloucestershire,14,12
"2020-05-23",utla,S12000006,Dumfries and Galloway,0,
"2020-05-22",utla,S12000006,Dumfries and Galloway,0,
"2020-04-26",utla,E10000013,Gloucestershire,14,8
"2020-11-29",utla,E08000036,Wakefield,77,3
"2020-11-28",utla,E08000036,Wakefield,118,1
"2020-12-26",utla,S12000047,Fife,0,
"2020-11-27",utla,E08000036,Wakefield,93,9
"2020-05-21",utla,S12000006,Dumfries and Galloway,0,
"2020-11-26",utla,E08000036,Wakefield,129,3
"2020-11-25",utla,E08000036,Wakefield,128,6
"2020-12-25",utla,S12000047,Fife,0,
"2020-06-08",utla,S12000018,Inverclyde,0,
"2020-12-24",utla,S12000047,Fife,88,
"2020-06-07",utla,S12000018,Inverclyde,0,
"2020-03-29",utla,S12000033,Aberdeen City,0,
"2020-03-28",utla,S12000033,Aberdeen City,0,
"2020-06-06",utla,S12000018,Inverclyde,0,
"2020-06-05",utla,S12000018,Inverclyde,0,
"2020-11-23",utla,E06000021,"Stoke-on-Trent",122,2
"2020-06-04",utla,S12000018,Inverclyde,0,
"2020-06-03",utla,S12000018,Inverclyde,0,
"2020-06-02",utla,S12000018,Inverclyde,0,
"2020-06-01",utla,S12000018,Inverclyde,0,
"2020-05-31",utla,S12000018,Inverclyde,0,
"2020-05-30",utla,S12000018,Inverclyde,0,
"2020-11-22",utla,E06000021,"Stoke-on-Trent",134,8
"2020-05-29",utla,S12000018,Inverclyde,0,
"2020-11-24",utla,E08000036,Wakefield,128,5
"2020-11-23",utla,E08000036,Wakefield,143,6
"2020-05-28",utla,S12000018,Inverclyde,0,
"2020-07-17",utla,E06000025,South Gloucestershire,1,0
"2020-05-27",utla,S12000018,Inverclyde,0,
"2020-05-20",utla,S12000006,Dumfries and Galloway,0,
"2020-09-16",utla,E08000022,North Tyneside,24,0
"2020-11-21",utla,E06000021,"Stoke-on-Trent",158,4
"2020-09-15",utla,E08000022,North Tyneside,13,0
"2020-11-20",utla,E06000021,"Stoke-on-Trent",173,3
"2020-09-14",utla,E08000022,North Tyneside,5,0
"2020-11-19",utla,E06000021,"Stoke-on-Trent",249,5
"2020-11-22",utla,E08000036,Wakefield,131,5
"2020-11-21",utla,E08000036,Wakefield,143,2
"2020-11-20",utla,E08000036,Wakefield,213,7
"2020-07-16",utla,E06000025,South Gloucestershire,0,0
"2020-07-15",utla,E06000025,South Gloucestershire,1,0
"2020-07-14",utla,E06000025,South Gloucestershire,1,0
"2020-02-12",utla,E09000022,Lambeth,0,
"2020-07-13",utla,E06000025,South Gloucestershire,0,0
"2020-05-26",utla,S12000018,Inverclyde,0,
"2020-02-11",utla,E09000022,Lambeth,0,
"2020-07-12",utla,E06000025,South Gloucestershire,1,0
"2020-05-25",utla,S12000018,Inverclyde,0,
"2020-02-10",utla,E09000022,Lambeth,0,
"2020-05-24",utla,S12000018,Inverclyde,0,
"2020-02-09",utla,E09000022,Lambeth,0,
"2020-09-15",utla,E09000019,Islington,5,0
"2020-09-14",utla,E09000019,Islington,6,0
"2020-11-19",utla,E08000036,Wakefield,205,8
"2020-04-25",utla,E10000013,Gloucestershire,31,5
"2020-05-19",utla,S12000006,Dumfries and Galloway,0,
"2020-11-18",utla,E06000021,"Stoke-on-Trent",141,10
"2020-05-18",utla,S12000006,Dumfries and Galloway,0,
"2020-11-17",utla,E06000021,"Stoke-on-Trent",151,1
"2020-11-16",utla,E06000021,"Stoke-on-Trent",252,2
"2020-09-13",utla,E09000019,Islington,6,0
"2020-07-15",utla,E10000028,Staffordshire,8,2
"2020-04-24",utla,E10000013,Gloucestershire,32,12
"2020-04-23",utla,E10000013,Gloucestershire,32,5
"2020-07-14",utla,E10000028,Staffordshire,5,1
"2020-07-13",utla,E10000028,Staffordshire,8,1
"2020-05-23",utla,S12000018,Inverclyde,0,
"2020-05-22",utla,S12000018,Inverclyde,0,
"2020-07-11",utla,E06000025,South Gloucestershire,0,0
"2020-07-10",utla,E06000025,South Gloucestershire,0,0
"2020-04-06",utla,E10000019,Lincolnshire,0,3
"2020-04-22",utla,E10000013,Gloucestershire,17,8
"2020-07-09",utla,E06000025,South Gloucestershire,2,1
"2020-04-05",utla,E10000019,Lincolnshire,0,5
"2020-04-04",utla,E10000019,Lincolnshire,0,4
"2020-03-27",utla,S12000033,Aberdeen City,0,
"2020-07-12",utla,E10000028,Staffordshire,11,3
"2020-07-11",utla,E10000028,Staffordshire,14,0
"2020-07-10",utla,E10000028,Staffordshire,9,0
"2020-02-08",utla,E09000022,Lambeth,0,
"2020-02-07",utla,E09000022,Lambeth,0,
"2020-09-13",utla,E08000022,North Tyneside,15,0
"2020-05-21",utla,S12000018,Inverclyde,0,
"2020-07-09",utla,E10000028,Staffordshire,14,4
"2020-07-08",utla,E10000028,Staffordshire,6,0
"2020-09-12",utla,E08000022,North Tyneside,13,0
"2020-09-11",utla,E08000022,North Tyneside,15,0
"2020-07-07",utla,E10000028,Staffordshire,7,2
"2020-07-06",utla,E10000028,Staffordshire,7,2
"2020-09-12",utla,E09000019,Islington,9,0
"2020-09-11",utla,E09000019,Islington,7,0
"2020-09-10",utla,E09000019,Islington,7,0
"2020-09-09",utla,E09000019,Islington,10,0
"2020-07-05",utla,E10000028,Staffordshire,11,2
"2020-09-08",utla,E09000019,Islington,14,1
"2020-09-07",utla,E09000019,Islington,6,0
"2020-04-03",utla,E10000019,Lincolnshire,0,6
"2020-04-02",utla,E10000019,Lincolnshire,0,8
"2020-12-23",utla,S12000047,Fife,68,
